Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,Sept.,0,5,,,,,0.0034178898204118013,0.0011650744127109647,0.013001255691051483,0.01774444617331028,0.0021305845584720373,0.04069586098194122,0.008648954331874847,0.0022318176925182343,0.07135888934135437,0.25857383012771606,0.18333445489406586,0.10821853578090668,0.16801856458187103,0.0682213306427002,0.022335393354296684,0.04617970436811447,0.001972839469090104,0.02778070978820324,0.024140190333127975,0.011560429818928242,0.002756261033937335,0.006793720182031393,0.05328989028930664,0.0014578377595171332,0.01121207233518362,0.003880738280713558,0.009411398321390152,0.007750332821160555,0.0018278377829119563,0.003129036631435156,0.0023908205330371857,0.0028675375506281853,0.003940431401133537,0.0005587704945355654,0.03611193597316742,0.0044858441688120365,0.0009910991648212075,0.0046112993732094765,0.00416021840646863,0.007519234903156757,0.05695830658078194,0.013070821762084961,0.0010704598389565945,0.006025469396263361,0.01321478933095932,0.03380386903882027,0.002360590500757098,0.011800873093307018,0.01538823265582323,0.009226461872458458,0.0066339257173240185,0.06384671479463577,0.015552803874015808,0.001917022978886962,0.0030194015707820654,0.004477990325540304,0.012761658057570457,0.9477726817131042,0.0181734599173069,0.005141922738403082,0.0045977309346199036,0.006473550572991371,,,,,,
unknown,travling,6,14,,,,,0.0005104775191284716,0.00022369646467268467,0.00263075134716928,0.004440102726221085,0.008601540699601173,0.09578439593315125,0.11733804643154144,0.0008518325048498809,0.08020780980587006,0.13793855905532837,0.13684889674186707,0.16375525295734406,0.09805779904127121,0.15490981936454773,0.03356428071856499,0.007328903768211603,0.0005772706936113536,0.027673546224832535,0.05458953231573105,0.05023178085684776,0.008822483010590076,0.0853121355175972,0.08133585751056671,0.00018088056822307408,0.029719648882746696,0.010561775416135788,0.0024898534175008535,0.004328880924731493,0.00036648736568167806,0.0010092604206874967,0.048323627561330795,0.0008869448793120682,0.017399346455931664,0.005948996637016535,0.019685283303260803,0.00034910679096356034,0.00023171023349277675,0.012814261019229889,0.014597681351006031,0.0019276877865195274,0.11723387986421585,0.00587855139747262,0.0003253805043641478,0.024603351950645447,0.006741729099303484,0.0040889703668653965,0.0003520251193549484,0.04008407145738602,0.014643670059740543,0.0011049896711483598,0.009663770906627178,0.08495760709047318,0.0034553520381450653,0.0027318201027810574,0.004543632734566927,0.008605827577412128,0.026713645085692406,0.9432222247123718,0.00795299094170332,0.002427090657874942,0.002109024440869689,0.002705529099330306,,,,,,
unknown,in,15,17,,,,,0.0005749660194851458,0.00033033709041774273,0.003727615112438798,0.0026936999056488276,0.00822768546640873,0.15093934535980225,0.2539786696434021,0.0009264578111469746,0.05936179310083389,0.2518000602722168,0.12509982287883759,0.23048906028270721,0.08129383623600006,0.19665731489658356,0.026018153876066208,0.008334390819072723,0.002752432832494378,0.041683219373226166,0.05959806218743324,0.035517673939466476,0.005954364314675331,0.11200442165136337,0.07699780911207199,0.0002496453817002475,0.015218846499919891,0.007363650947809219,0.005424543749541044,0.0060587795451283455,0.0008084179717116058,0.003521915525197983,0.049999888986349106,0.0009116444853134453,0.011415035463869572,0.0030433794017881155,0.03863859921693802,0.00040060962783172727,0.0002223411138402298,0.012729722075164318,0.012192221358418465,0.0018776569049805403,0.09586696326732635,0.0067296624183654785,0.0003852154186461121,0.02695425972342491,0.002909531816840172,0.005197109188884497,0.0006580042536370456,0.021356789395213127,0.010341181419789791,0.0012011575745418668,0.005204788874834776,0.13440246880054474,0.0027783778496086597,0.0018144706264138222,0.0032583570573478937,0.004718646872788668,0.013143964111804962,0.9455478191375732,0.01677439734339714,0.004894559271633625,0.004407877568155527,0.005445082206279039,,,,,,
unknown,company,18,25,,,,,0.0008617166895419359,0.0006477944552898407,0.002935070311650634,0.0285401102155447,0.016862250864505768,0.2105707973241806,0.038639333099126816,0.0007320160511881113,0.15250898897647858,0.243779256939888,0.1690485179424286,0.04093030467629433,0.01875920593738556,0.07347431778907776,0.10059220343828201,0.02198682725429535,0.0009765828726813197,0.04141068831086159,0.11579930782318115,0.12582851946353912,0.01978895254433155,0.043241605162620544,0.02366539090871811,0.0003576606686692685,0.08406008034944534,0.01172625832259655,0.008892658166587353,0.003454367397353053,0.0014946367591619492,0.003270404413342476,0.010471788235008717,0.0014703116612508893,0.0566503144800663,0.0022618225775659084,0.014336822554469109,0.0019261103589087725,0.0009283250547014177,0.011775238439440727,0.013339880853891373,0.015162773430347443,0.06475646048784256,0.004463127814233303,0.0005620124866254628,0.04884139448404312,0.06798351556062698,0.011272693052887917,0.0006431209621950984,0.11102941632270813,0.008152615278959274,0.0007053641020320356,0.011449089273810387,0.10456579923629761,0.007837492041289806,0.004678528290241957,0.021157119423151016,0.08076596260070801,0.3491813838481903,0.5333114862442017,0.006098123267292976,0.0022473051212728024,0.0014429964357987046,0.0011628351639956236,,,,,,
unknown,with,26,30,,,,,0.0028345277532935143,0.0035807969979941845,0.005604142788797617,0.05124862492084503,0.0030514795798808336,0.05929980054497719,0.01657300442457199,0.001392937614582479,0.06787023693323135,0.3308165371417999,0.4285736382007599,0.03898672014474869,0.008864284493029118,0.037257932126522064,0.052678920328617096,0.20529207587242126,0.0007981567177921534,0.04209771752357483,0.019223621115088463,0.019229503348469734,0.002581284148618579,0.0076878066174685955,0.006916077807545662,0.0022792506497353315,0.007562990300357342,0.002939318772405386,0.08506937325000763,0.004629782401025295,0.00043912482215091586,0.05518953874707222,0.0026587985921651125,0.014510255306959152,0.003868166357278824,0.0002880003012251109,0.030361033976078033,0.04758672043681145,0.007162594236433506,0.01465348619967699,0.002329779788851738,0.030309000983834267,0.024299368262290955,0.02412359043955803,0.0012726789573207498,0.010259959846735,0.04063410311937332,0.08458568900823593,0.0005367211415432394,0.0067999777384102345,0.002630028175190091,0.003012633416801691,0.0033399127423763275,0.08337248861789703,0.026667708531022072,0.0006682700477540493,0.0019661616533994675,0.0039028851315379143,0.018249697983264923,0.7881312966346741,0.10005250573158264,0.03304688632488251,0.025795400142669678,0.019748516380786896,,,,,,
unknown,Elder,31,36,,,,,0.005733368452638388,0.01153839286416769,0.0071950638666749,0.05308515951037407,0.0036148149520158768,0.07320137321949005,0.009326832368969917,0.0023636503610759974,0.07892251014709473,0.31881746649742126,0.44579774141311646,0.017305903136730194,0.009262602776288986,0.06224266067147255,0.055184539407491684,0.20950947701931,0.0024242540821433067,0.011963589116930962,0.03946331888437271,0.03315393254160881,0.003383450675755739,0.005865129176527262,0.007550501264631748,0.0013768643839284778,0.010360931046307087,0.004117337055504322,0.04607374221086502,0.005912310443818569,0.001432522083632648,0.03755728900432587,0.0017722893971949816,0.016848675906658173,0.004794133361428976,0.00034300266997888684,0.050248224288225174,0.04854394868016243,0.027657102793455124,0.18098436295986176,0.0032843120861798525,0.0326567143201828,0.043901242315769196,0.015594542026519775,0.005448922514915466,0.031071528792381287,0.040779538452625275,0.07585633546113968,0.001213161158375442,0.008793882094323635,0.006554683670401573,0.006723469588905573,0.00445110909640789,0.023972831666469574,0.012948478572070599,0.0005689686513505876,0.001527219545096159,0.00296366261318326,0.01503440085798502,0.7701101303100586,0.10632029175758362,0.03445664420723915,0.02996222861111164,0.0259007066488266,,,,,,
unknown,Clapp,37,42,,,,,0.01033026073127985,0.00984603725373745,0.01324119046330452,0.09042998403310776,0.0017954703653231263,0.02929176203906536,0.004116707947105169,0.0037113733123987913,0.044031307101249695,0.23788253962993622,0.3237837553024292,0.05022599175572395,0.01661386527121067,0.08259864896535873,0.04024399444460869,0.09811025112867355,0.0018544732592999935,0.02094978466629982,0.011775451712310314,0.017705682665109634,0.002021549502387643,0.002333298558369279,0.007669073063880205,0.0011623876634985209,0.003912708722054958,0.0017461931565776467,0.14198805391788483,0.00754164345562458,0.001100038643926382,0.0842769518494606,0.0012854799861088395,0.00829317420721054,0.0012890301877632737,0.00031789508648216724,0.16957205533981323,0.05420459806919098,0.007818463258445263,0.1841566413640976,0.0007575441268272698,0.03622103109955788,0.037594765424728394,0.003150327829644084,0.0012219584314152598,0.005325512494891882,0.041531093418598175,0.050757817924022675,0.00030898686964064837,0.0031024268828332424,0.004011533688753843,0.007856952957808971,0.002222500741481781,0.006606155075132847,0.016008244827389717,0.001613099710084498,0.0032792433630675077,0.00459718331694603,0.012966619804501534,0.35724297165870667,0.1969299614429474,0.17478808760643005,0.15336982905864716,0.08999785780906677,,,,,,
unknown,on,43,45,,,,,0.008265317417681217,0.00817802269011736,0.012707024812698364,0.0789712592959404,0.0018169060349464417,0.03097551316022873,0.004273520316928625,0.0034378524869680405,0.039922043681144714,0.3106250762939453,0.31238722801208496,0.05982077494263649,0.015062769874930382,0.07276538014411926,0.0406222939491272,0.1039639338850975,0.0021263668313622475,0.024118700996041298,0.010758187621831894,0.015648357570171356,0.0020544640719890594,0.0022732100915163755,0.006751182489097118,0.0013718720292672515,0.003564446698874235,0.001261077355593443,0.15553276240825653,0.007645563222467899,0.00097513513173908,0.10393581539392471,0.0012509350199252367,0.008513763546943665,0.0012462580343708396,0.000308261311147362,0.1579459309577942,0.05374249815940857,0.005952040199190378,0.15484073758125305,0.0006506472127512097,0.03491482511162758,0.03560859337449074,0.0036611713003367186,0.0009734124760143459,0.004294763784855604,0.035160623490810394,0.055615171790122986,0.00029549060855060816,0.002865508198738098,0.0036430382169783115,0.008034997619688511,0.0015489512588828802,0.008175552822649479,0.0185913797467947,0.001924892538227141,0.003717794781550765,0.005038388539105654,0.013493083417415619,0.28539347648620605,0.20913547277450562,0.19324623048305511,0.17969869077205658,0.10138017684221268,,,,,,
unknown,foot,46,50,,,,,0.014130357652902603,0.017453571781516075,0.016513414680957794,0.12792246043682098,0.0015069026267156005,0.018909266218543053,0.002866823459044099,0.006573722697794437,0.02786763198673725,0.11463466286659241,0.30904558300971985,0.0498766228556633,0.011273231357336044,0.07330765575170517,0.03269203379750252,0.13596409559249878,0.001459416002035141,0.031044065952301025,0.0077803912572562695,0.009971548803150654,0.0012913161190226674,0.001935200416482985,0.004218731075525284,0.0030906088650226593,0.0033595531713217497,0.0016637756489217281,0.21988950669765472,0.012659205123782158,0.0007598352967761457,0.1515374332666397,0.0010563178220763803,0.01147402822971344,0.0010950298747047782,0.0003185604000464082,0.1553010642528534,0.11068091541528702,0.015594172291457653,0.23133699595928192,0.0008520507835783064,0.07247588783502579,0.034264180809259415,0.003447740338742733,0.0020847097039222717,0.004275340121239424,0.03158744424581528,0.08052615076303482,0.0004082030209247023,0.0024417599197477102,0.0031377316918224096,0.009993567131459713,0.0017810030840337276,0.005894975736737251,0.03395053371787071,0.0015053722308948636,0.002708971733227372,0.00418206537142396,0.013151566497981548,0.26908060908317566,0.2167043536901474,0.19772984087467194,0.18651682138442993,0.10653511434793472,,,,,,
unknown,through,51,58,,,,,0.013675631955265999,0.012627831660211086,0.017290355637669563,0.1330505907535553,0.0014936963561922312,0.017516735941171646,0.003155689686536789,0.006742281839251518,0.020139576867222786,0.1132395789027214,0.2791827917098999,0.09471384435892105,0.012074025347828865,0.07284979522228241,0.032360609620809555,0.14256887137889862,0.0016034758882597089,0.07490568608045578,0.005903878714889288,0.0071912165731191635,0.001073365332558751,0.0019508302211761475,0.004272919148206711,0.0041475966572761536,0.0026524472050368786,0.0013002933701500297,0.2688678801059723,0.014229200780391693,0.0006629807176068425,0.18265290558338165,0.0012779227690771222,0.012428362853825092,0.0007683520670980215,0.00033222255297005177,0.1489073634147644,0.10059097409248352,0.009238324128091335,0.1948561817407608,0.0008113462245091796,0.09950897842645645,0.026178235188126564,0.0049620443023741245,0.001455658464692533,0.002986403414979577,0.0306378323584795,0.09987925738096237,0.0004109714354854077,0.0018629446858540177,0.0023865927942097187,0.009417741559445858,0.0013736862456426024,0.007529460359364748,0.07021395117044449,0.0015614749863743782,0.0026534455828368664,0.003917397931218147,0.011531752534210682,0.3100185990333557,0.2113133668899536,0.18232646584510803,0.16516922414302826,0.10473278909921646,,,,,,
